NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
FANCY,2.04,1.87,1.75,1.68,2,2.7,2.78,1.7,-0.15,0.06,0.04,-0.16,-0.24,-0.14,16.18,9.29,4.27,16.07,2.59,5.97,10.85,12.98,11.3,13.18,29.93,41.3,0,0,0,0,-0.11,-0.09,-17.88,9.53,5.03,-16.02,-23.49,-11.53,,0.01,,0.09,0.22,0.09,-5.3,2.13,1.59,-6.13,-10.9,-6.68,-5.22,2.08,1.55,-5.58,-8.8,-5.49,,0.1,0.05,,,,2.68,2.74,2.68,2.51,2.19,2.03,,166.67,125,,,,8.253173771,1.299136822,-18.07540881,30.64839,-564.7399836,6.26790616,,-5.872124449,-1.052618927,,-5.405944849,,สินค้าอุปโภคบริโภค,1,ของใช้ในครัวเรือนและสำนักงาน
KYE,215,179,263,240,260,273,393,470,38.9,23,42.13,38.27,60.72,32.69,16.43,12.69,14.52,14.55,17.89,15.83,12.24,13.32,15.34,14.79,13.51,13.01,0,,,,,,8.96,5.98,10.68,9.56,14.75,8.33,,,,,,,21.32,11.63,19.66,16.09,22.73,11.32,14.11,8.13,14.26,11.81,17.05,8.75,19.55,11.5,21.07,21.07,21.07,21.07,196.38,199.3,229.37,246.4,287.85,289.79,50.26,50,50.01,55.06,34.7,64.45,17.03288307,-3.418696203,-0.741449515,1.227655,,-1.434566931,,-11.89632666,-9.105290272,1.508767521,8.09259114,5.101881555,สินค้าอุปโภคบริโภค,1,ของใช้ในครัวเรือนและสำนักงาน
MODERN,50,5.7,7.7,8.4,9.9,7.9,5.9,5.5,0.57,0.57,1.05,0.88,0.23,0.29,40.62,41.05,35.55,34.25,26.33,31.52,28.38,26.4,29.45,27.5,30.77,29.42,0.01,0.02,0.02,0.02,0.02,0.01,13.53,12.3,20.95,17.42,5.81,7.19,0.03,0,0.01,0.05,0.06,0.07,16.96,15.86,28.66,25.34,6.96,8.68,12.15,10.77,16.71,14.33,4.47,5.71,0.5,0.55,0.55,0.5,0.25,0.25,3.49,3.72,3.58,3.39,3.24,3.38,87.72,96.49,52.38,56.82,108.7,86.21,0.692107592,-12.6416086,-4.944413962,0.722398,-5.746671101,-11.877138,20.26205063,-12.53809478,-14.01172199,-12.94494367,-0.627984057,-0.34723061,สินค้าอุปโภคบริโภค,1,ของใช้ในครัวเรือนและสำนักงาน
SABINA,113,111,24.4,22.6,23.7,23,23.6,23.7,0.32,0.34,0.42,0.48,0.51,0.7,49.74,51.26,53,52.14,52.79,50.91,,26.46,33.49,31.63,37.78,40.88,0.12,0.1,0.07,0.04,0.01,0,5.54,5.38,6.82,7.21,7.37,9.13,0.45,0.38,0.28,0.13,0.06,0.06,8.45,8.15,9.67,10.25,10.28,13.32,5.07,5.14,6.39,7.32,7.89,10.51,0.12,0.13,0.17,0.19,0.24,0.82,4.03,4.24,4.51,4.79,5.05,5.45,35.94,38.24,40.48,39.58,47.06,117.14,-26.63012066,16.94714187,0.46595927,,-47.864293,10.53080433,-33.94692527,9.544603847,15.71526403,48.12323976,6.217559655,26.65828116,สินค้าอุปโภคบริโภค,1,แฟชั่น
SIAM,2.88,3.18,3.12,2.2,2.3,3,2.84,2.3,0.02,-0.38,-0.1,-0.1,-0.05,-0.08,17.14,14.49,19.01,19.01,22.64,21.45,16.64,14.69,14.77,19.51,13.71,15.27,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,0.26,-10.63,-3.56,-3.56,-1.65,-2.99,,0,0.02,0.1,0.27,0.1,0.36,-9.3,-2.56,-2.56,-1.37,-2.09,0.26,-7.21,-2.07,-2.07,-0.98,-1.34,,,,,0.01,0.01,4.31,3.94,3.84,3.84,3.86,3.79,,,,,-20,-12.5,-2.236161707,-231.9507911,4.58834677,-1.70371,7.695439872,-262.7129893,,-242.1920948,-238.5174027,,-2.514268242,,สินค้าอุปโภคบริโภค,1,ของใช้ในครัวเรือนและสำนักงาน
SITHAI,10.3,8.45,29.5,15.6,2.4,2.16,1.8,1.49,0.2,0.18,0.17,0.16,0.09,0.02,21.87,19.59,19.18,18.92,17,14.77,15.87,17.11,18.83,17.05,15.79,14.34,0.21,0.28,0.31,0.26,0.47,0.86,6.19,5.18,4.82,4.56,2.76,0.44,0.76,0.89,0.9,0.94,0.66,1.05,13.37,11.37,10.63,9.65,5.45,0.94,6.22,5.01,4.55,4.12,2.29,0.38,0.11,0.1,0.1,0.1,0.1,0.05,1.56,1.6,1.66,1.74,1.73,1.58,55,55.56,58.82,62.5,111.11,250,-26.60218031,-36.90426555,-7.540518328,-2.00714,33.16106117,-40.9914897,6.529676781,-41.14550977,-42.68795606,-14.58867409,0.287987236,35.367829,สินค้าอุปโภคบริโภค,1,ของใช้ในครัวเรือนและสำนักงาน
SUC,38.25,30.5,40,35.75,40,37.25,39.5,43.75,4.17,3.24,3.46,3.16,4.56,4.64,10.13,13.57,12.98,14.36,15.11,13.75,11.97,10.99,13.1,10.43,10.86,11.33,-0.81,0.23,0.06,0.03,0.02,0.03,12.96,9.8,10.31,9.01,12.04,12.52,0.19,0.04,0.06,0.04,0.05,0.08,7.65,5.59,5.71,5.06,7.05,6.9,5.32,4.18,4.6,4.01,5.55,5.42,1.5,2,1.75,1.5,,,55.88,59.95,61.33,63.76,65.76,68.55,35.97,61.73,50.58,47.47,,,5.307536012,2.158941664,6.29660228,-1.09297,15.34191892,-0.69494752,-14.9471642,-2.04297616,0.375883163,,4.174434655,,สินค้าอุปโภคบริโภค,1,แฟชั่น
TOG,3.86,2.8,3.44,3.6,5.5,5.65,8.45,7.95,0.32,0.33,0.43,0.48,0.53,0.39,17.36,21.01,24.22,24.32,25.68,25.54,15.1,14.81,13.65,12.59,26.17,12.78,0.11,0.04,0.01,0.01,0.01,0.01,10.65,9.46,11.1,12.47,12.84,9.68,0.14,0.05,0.05,0.05,0.14,0.27,9.87,9.4,12.02,13.06,13.7,9.91,7.77,7.51,9.62,10.31,10.34,7.02,0.23,0.2,0.35,0.38,0.42,0.4,3.42,3.52,3.62,3.79,3.91,3.9,71.88,60.61,81.4,79.17,79.25,102.56,24.72104342,4.035827463,8.028887254,-3.28123,-34.29912817,-1.893015458,13.22407336,0.080151987,-2.025809212,11.70340998,2.618424028,7.370136522,สินค้าอุปโภคบริโภค,1,ของใช้ส่วนตัวและเวชภัณฑ์
BKI,248,220,300,367,366,355,345,358,6.24,16.42,21.58,22,22.78,22.57,,,,,,,11.54,12.05,10.72,9.12,8.4,8.01,,,,,,,5.52,14.14,17.59,17.44,18.15,17.84,,,,,,,3.44,8.32,9.26,7.5,7.17,7.03,1.22,3.25,4.41,4.15,4.16,4.09,8.57,8.57,12,12,14,14,191.4,203.56,262.72,323.62,312.33,330.1,137.46,52.2,55.61,54.55,61.46,62.03,9.415609226,29.33893161,,-7.04231,#DIV/0!,26.45303817,,15.38712393,27.36694358,10.31009398,11.51628061,-14.71238195,ธุรกิจการเงิน,2,ประกันภัยและประกันชีวิต
BLA,29.75,46.75,64,65.5,44.5,55.5,52.75,35,2.21,2.59,1.56,2.41,3,2.13,,,,,,,,,5.32,4.43,4.02,4.33,,,,,,,9.24,9.43,4.31,7.42,9.21,6.45,,,,,,,22.64,21,11.08,15.63,16.95,10.09,2.91,2.77,1.37,1.77,1.92,1.23,0.51,0.65,0.46,0.64,0.75,0.75,11.54,13.12,15.06,15.84,19.53,22.69,23.23,25.14,29.49,26.56,25,35.21,2.444387392,-0.773281609,,,,-6.936305161,,-14.92656384,-15.81236732,7.837285655,14.48241713,8.677670092,ธุรกิจการเงิน,2,ประกันภัยและประกันชีวิต
THRE,6.45,3.18,5.05,3.44,3.12,2.7,2.1,1.79,-1.42,-0.79,-0.52,0.63,0.07,-0.03,,,,,,,4.67,4.77,4.37,4.6,3.02,2.4,,,,,,,-65.2,-42.18,-37.09,35.14,6.21,-2.55,,,,,,,-206.91,-97.38,-73.34,62.72,5.17,-2.18,-14.65,-9.07,-9.13,17.82,1.88,-0.83,,,,,0.15,0.1,0.98,0.64,0.72,1.28,1.26,1.15,,,,,214.29,-333.33,-7.963851756,14.62636185,,-12.4656,#DIV/0!,14.41751214,,14.74842543,14.21238874,,3.428978913,,ธุรกิจการเงิน,2,ประกันภัยและประกันชีวิต
TIP,23.3,19.4,28.75,29.5,37,37.25,52.25,47,0.44,1.93,2.25,2.48,2.62,2.76,,,,,,,30.5,31.84,33.05,35.53,28.38,19.52,,,,,,,2.71,10.25,14.6,15.4,16.55,17.13,,,,,,,7.57,28.31,27.25,26.61,25.23,23.42,0.56,1.79,1.85,2.34,2.82,3.16,0.25,0.75,1.13,1.25,1.38,1.38,5.99,7.61,8.89,9.73,10.98,12.59,56.82,38.96,50.11,50.51,52.58,49.82,21.91493543,44.37476194,,-8.53899,,44.57338758,,25.35686885,41.43582979,40.62823884,16.02346997,-2.594998632,ธุรกิจการเงิน,2,ประกันภัยและประกันชีวิต
TVI,3.12,3.48,13.2,8,10.7,4.58,4.06,3.74,0.54,0.33,0.6,0.07,0.08,0.11,,,,,,,23.33,23.25,23.58,23.22,15.81,17.5,,,,,,,7.25,4.13,6.87,0.85,0.88,1.16,,,,,,,19.63,10.68,18.1,2.03,2.28,2.89,4.26,2.35,4.25,0.5,0.53,0.65,0.22,0.16,0.06,0.05,0.05,0.05,3.07,3.04,3.63,3.61,3.65,3.84,40.19,49.23,9.1,71.43,62.5,45.45,3.131030648,-27.12009789,,-5.58855,,-30.72404263,,-31.84046434,-31.32156564,-25.30245839,4.625543341,2.494020231,ธุรกิจการเงิน,2,ประกันภัยและประกันชีวิต
AEONTS,32,27.75,93.75,90,108,96.75,104,103.5,6.75,10.01,9.67,9.79,9.61,9.61,,,,,,,39.73,67.72,65.47,40.86,40.51,36.58,,,,,,,14.68,17.19,14.58,14.48,13.51,13.51,,,,,,,25.23,30.95,24.99,21.78,18.69,18.69,3.55,4.48,3.87,3.62,3.35,3.35,2.6,2,3.45,3.45,3.45,3.45,29.03,35.62,41.78,48.08,54.79,54.79,38.52,19.98,35.68,35.24,35.9,35.9,30.2429038,7.320805338,,-1.63853,,-1.648876215,,-5.825277789,-1.160916363,5.820339229,13.54288803,-1.398112979,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
ASK,9.1,10.9,19.8,16,18.7,19.6,23.2,23.8,1.62,1.82,1.91,1.93,2.01,2.12,,,,,,,37.84,38.38,36.05,35.37,33.65,34.29,,,,,,,24.36,26.05,24.99,25,25.1,25.4,,,,,,,17.86,17.57,16.95,16.07,15.84,15.84,2.39,2.49,2.32,2.28,2.28,2.27,0.98,0.98,1.3,1.35,1.4,1.4,14.92,10.79,11.72,12.35,13.01,13.73,60.61,53.76,68.06,69.95,69.65,66.04,16.30872566,5.558435426,,-1.95098,,0.839508304,,-2.372750908,-1.068997381,7.38532766,-1.644763814,1.730692793,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
ASP,2.84,2.02,2.56,3.18,4.16,3.44,3.66,4.04,0.28,0.51,0.39,0.26,0.36,0.35,,,,,,,56.17,64.89,57.1,51.87,55.68,58.86,,,,,,,28.24,34.33,30.99,25.65,30.49,29.03,,,,,,,14.41,24.83,18.34,12.36,16.46,15.48,7.96,13.37,10.79,7.23,8.57,7.01,0.24,0.4,0.32,0.24,0.39,0.4,1.98,2.11,2.18,2.11,2.26,1.92,85.71,78.43,82.05,92.31,108.14,114.29,12.62270216,4.563955259,,0.939969,,0.554631942,,1.438960357,-2.529602925,10.75663432,-0.618919041,5.922384105,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
BAY,25.5,21.5,33,29.75,42.5,29.25,40,40,2.41,1.95,2.33,2.54,2.91,3.16,,,,,,,43.24,40.23,46.91,54.43,48.69,47.65,,,,,,,23.77,17.64,19.87,22.23,23.32,22.94,,,,,,,13.55,10.11,11.22,11.59,10.74,10.71,1.45,1.05,1.18,1.28,1.19,1.17,0.8,0.8,0.4,0.4,0.85,0.85,18.66,19.97,21.6,25.88,28.3,30.61,33.2,41.03,17.17,15.75,29.21,26.9,13.2203013,5.568416674,,1.961319,,-0.705935285,,-4.595960571,-4.197928417,1.219872925,10.40666214,-4.119171136,ธุรกิจการเงิน,3,ธนาคาร
BBL,152,151.5,196,166,190,150,163,205,16.68,18.81,19.03,17.91,16.67,17.29,,,,,,,34.25,36.74,46.3,49.76,44.07,39.74,,,,,,,35.46,37.37,35.59,31.78,28.1,27.51,,,,,,,12.35,12.64,11.73,9.98,8.59,8.46,1.41,1.43,1.36,1.22,1.1,1.1,8.5,6.5,6.5,6.5,6.5,6.5,142.51,155.03,169.47,189.56,198.56,210.45,50.96,34.56,34.16,36.29,38.99,37.59,1.47405004,0.720944436,,3.018081,,-4.952938483,,-7.292894199,-4.861728827,-5.223888542,8.10947809,-5.902280813,ธุรกิจการเงิน,3,ธนาคาร
CIMBT,3.24,2.92,2.54,1.84,1.89,1.05,1.31,1.09,0.06,0.06,0.04,0.05,-0.03,0.01,,,,,,,32.97,43.57,59.53,70.4,65.6,52.37,,,,,,,18.32,16.05,9.23,8.42,-4.79,2.88,,,,,,,7.71,7.03,4.45,4.24,-2.34,1.29,0.71,0.62,0.36,0.36,-0.21,0.13,0,0.01,0.01,0.01,,,1.13,0.93,0.96,1.04,1.03,1.09,7.19,14.22,14.99,15.09,,,-14.81214385,-30.70767505,,9.696488,,-30.91551637,,-30.07671211,-28.83716379,,-0.650420812,,ธุรกิจการเงิน,3,ธนาคาร
CNS,30,28.25,31.5,1.57,2.36,2.4,2.5,2.82,0.13,0.27,0.2,0.19,0.19,0.22,,,,,,,78.08,73.02,81.86,71.66,66.01,64.88,,,,,,,16.86,24.66,26.14,24.6,24.36,25.57,,,,,,,5.15,8.7,7.92,7.62,7.52,8.6,2.51,4.11,3.81,3.54,3.87,4.1,0,0.17,0.18,0.18,0.18,,2.39,2.5,2.53,2.55,2.55,2.59,2.74,62.96,90,94.74,94.74,,-38.42785105,11.45778993,,-3.63614,,8.678651465,,10.78009633,10.34465779,,1.644990858,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
ECL,0.84,0.7,1.13,1.04,2.84,1.77,1.61,4,0.09,0.11,0.09,0.08,0.03,0.15,,,,,,,66.45,61.76,66.9,71.59,64.07,48.96,,,,,,,18.59,20.23,21.81,18.41,8.18,27.04,,,,,,,7.93,7.95,8.03,7,2.72,10.36,2.36,2.51,2.89,2.57,1.11,3.89,0.07,,,,0.05,0.05,1.16,1.14,1.15,1.24,1.38,1.5,76.25,,,,144.93,32.7,18.1260188,10.74215255,,-5.92607,,7.782843176,,5.478459017,10.5531618,-6.508012385,5.252287398,-15.57687343,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
FSS,3.12,2.2,2.64,4.3,3.2,2.92,2.92,2.84,0.34,0.73,0.42,0.25,0.4,0.3,,,,,,,103.41,129.36,76.5,79.25,87.1,80.84,,,,,,,9.97,16.42,12.39,8.07,12.24,10.6,,,,,,,11.95,22.23,11.04,6.07,9.54,6.94,4.99,9.7,5.62,3.38,4.39,2.83,0.13,0.03,0.17,0.13,0.13,0.06,3.03,3.57,3.99,4.03,4.3,4.46,37.19,3.67,40.48,52,32.5,20,5.825915471,-2.620670655,,-4.8053,,1.23918909,,-10.29300269,-10.7074719,-13.98060881,8.0437361,-11.66565659,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
GBX,1.01,0.7,0.74,1.12,0.95,0.73,0.8,0.76,0.01,0.04,0.03,0.01,0.04,0,,,,,,,86.57,115.4,83.32,63.86,74.48,94.22,,,,,,,0.06,0.09,0.1,0.03,0.07,0,,,,,,,1.23,3.33,2.46,0.85,2.91,0.11,0.64,1.83,1.55,0.5,1.56,0.06,,0.25,,0.02,0.03,0.03,1.17,1.26,1.27,1.27,1.3,1.27,,609.76,,181.82,81.08,3000,2.706608709,-41.42309794,,1.708005,,-44.79313603,,-37.79588734,-38.62623332,,1.516644274,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
GL,24.8,24,73.25,4.9,5.6,18.6,62.25,6.9,0.44,0.25,0.11,0.49,0.7,-1.19,,,,,,,61.06,44.97,47,38.04,32.63,46.54,,,,,,,37.32,16.33,6.32,23.42,36.41,-57.63,,,,,,,24.33,12.49,4.93,11.55,13.31,-25.97,12.33,5.36,1.84,6.46,7.59,-11.49,0.09,0.11,0.06,0.06,,,1.95,2.21,2.32,5.31,5.51,3.67,21.23,44,50.71,12.78,,,21.00007035,-222.1409607,,-5.28606,,-209.0817253,,-201.3060254,-198.6034724,,13.54629185,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
IFS,1.5,1.28,2.6,2.54,2.86,2.56,2.9,3.72,0.23,0.26,0.28,0.24,0.28,0.31,,,,,,,,,,48.46,386.18,40.49,,,,,,,32.65,31.03,37.06,33.01,37.3,36.86,,,,,,,12.99,13.47,13.78,11.1,12.14,12.42,3.83,3.46,3.99,3.52,3.83,3.86,0.11,0.13,0.14,0.13,0.1,0.15,1.81,1.96,2.11,2.21,2.36,2.58,50,50.02,50,55.31,34.47,48.39,17.77079471,6.281357663,,,,2.456047591,,-0.896143501,0.15654168,5.586648714,7.370911486,-0.653650804,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
KBANK,127.5,120,196,145.5,220,147.5,182,237,14.73,17.27,19.28,16.49,16.79,14.35,,,,,,,40.81,46,56.85,99.78,51.4,48.8,,,,,,,31.68,32.3,31.33,25.25,24.65,20.54,,,,,,,20.76,20.45,19.38,14.54,13.23,10.24,1.86,1.89,1.97,1.6,1.49,1.2,2.5,3.5,3.5,4,4,4,77.28,91.6,107.41,119.42,134.44,145.67,16.97,20.27,18.15,24.26,23.82,27.87,8.687106849,-0.521361932,,3.640773,,-8.299390831,,-13.17066165,-8.415852224,9.856054331,13.51751837,10.43180372,ธุรกิจการเงิน,3,ธนาคาร
KCAR,10,9,16.4,10,10.8,9,12.1,15.4,1.62,1.09,0.85,0.81,1.32,1.36,28.96,25.89,23.87,22.8,26.13,24.85,8.53,8.16,117.4,,,,0.16,0.19,0.17,0.18,0.17,0.2,16.64,13.78,11.73,10.79,17.04,16.74,,,,,,,27.35,17.29,12.9,11.7,17.54,17.04,10.98,7.72,6.06,5.46,7.82,7.06,0.82,0.63,0.47,0.45,1.02,0.51,6.15,6.49,6.76,7.15,7.93,8.06,50.62,57.8,55.29,55.56,77.27,37.5,6.098335879,-3.438327634,-3.015278942,,4.418697874,0.121918834,,-9.032864717,-8.434963998,-9.060771651,5.542132083,-5.822645652,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
KGI,2.8,2.06,2.38,2.7,3.5,3.4,3.92,4.48,0.22,0.39,0.38,0.29,0.51,0.45,,,,,,,58.04,57.88,123.82,48.54,151.97,58.36,,,,,,,23.2,28.39,29.47,23.66,31.5,29,,,,,,,9.21,15.84,14.83,11.52,19.43,16.02,4.49,7.6,8.11,5.82,8.6,5.69,0.23,0.36,0.37,0.29,0.38,0.32,2.4,2.56,2.59,2.53,2.75,2.81,104.55,92.31,96.05,98.28,74.51,71.11,13.73228622,15.38728814,,0.110026,,4.560440041,,11.70872308,4.865003654,6.827835369,3.191115351,-7.418020574,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
KKP,38.5,31.5,49.25,35,38.5,35.25,58.5,79.25,4.88,5.29,3.25,3.92,6.55,6.78,,,,,,,33.07,34.27,33.78,47.75,42.76,41.03,,,,,,,32.07,29.96,19.09,21.37,33.37,34.37,,,,,,,11.94,13.02,7.63,8.89,14.18,14.06,1.6,1.83,1.12,1.39,2.36,2.33,2.4,2.65,1.85,3,6,5,39.5,41.66,43.52,44.79,47.59,48.81,49.18,50.09,56.92,76.53,91.6,73.75,13.17983656,6.797718336,,4.407925,,1.397876856,,3.308355065,7.731680684,15.81151756,4.323855458,8.440067228,ธุรกิจการเงิน,3,ธนาคาร
KTB,17.8,15,19.8,15.5,22.1,16,18,19.4,1.99,2.43,2.37,2.04,2.31,1.61,,,,,,,35.58,39.1,46.55,47.11,40,34.57,,,,,,,28.63,36.58,30.87,24.47,25.75,17.88,,,,,,,14.95,17.45,15.15,11.92,12.42,7.99,1.11,1.42,1.25,1.02,1.17,0.81,0.8,0.88,0.9,0.76,0.86,0.61,13.08,14.74,16.61,17.59,19.62,20.59,40.2,36.21,37.97,37.25,37.23,37.89,3.713728934,-4.149460886,,-0.57429,,-8.986583327,,-11.78112374,-6.067940087,-5.278630268,9.50238261,-1.178052197,ธุรกิจการเงิน,3,ธนาคาร
KTC,12.6,11.1,32.75,26.5,64,95,138.5,184.5,0.99,4.97,6.81,8.04,9.68,12.82,,,,,,,97.1,99.59,88.95,101.57,113.86,117.58,,,,,,,2.23,10.78,13.96,15.33,16.43,19.82,,,,,,,5.07,22.66,26.01,25.75,26.19,28.86,0.53,2.54,3.3,3.61,3.88,4.66,0.4,2,2.75,3.25,4,5.3,20.13,23.77,28.58,33.87,40.03,48.78,40.4,40.24,40.38,40.42,41.32,41.34,65.66293789,66.89778238,,3.901746,,54.78415938,,41.58162571,54.5537478,67.66529433,19.36154403,0.459869471,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
MBKET,15.7,14.9,14.6,20.4,23,22.5,22.4,21.6,1.31,2.49,2.21,1.79,1.71,1.12,,,,,,,58.53,57.85,55.89,57.28,62.51,58.64,,,,,,,23.02,29.87,28.51,25.68,26.54,19.58,,,,,,,16.6,28.93,24.89,21.01,20.02,13.35,7.03,9.9,7.16,5.28,5.6,3.58,1.25,2.48,1.65,1.79,0.75,0.65,7.96,9.24,8.56,8.44,8.61,8.16,95.42,99.6,74.66,100,43.86,58.04,8.495655985,-3.085369252,,0.037559,,-3.181395412,,-4.266140766,-12.64752329,-12.2593861,0.486480538,-9.466080383,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
ML,0.87,0.84,1.28,0.92,2.38,1.37,2.02,1.41,0.13,0.11,0.08,0.1,0.11,0.11,,,,,,,36.71,56.84,59.93,44.02,42.65,43.44,,,,,,,28.72,23.48,17.93,20.04,21.66,19.11,,,,,,,11.21,8.46,6.11,6.78,7.35,6.61,5.02,4.23,3.26,3.65,3.67,3.17,,,0,0.03,0.01,0.01,1.19,1.3,1.38,1.47,1.55,1.64,,,5.08,29.1,8.34,9.09,19.18302845,-2.939984222,,3.423942,,-7.828413315,,-10.01226615,-8.756390592,,6.590548635,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
PE,0.47,0.47,1.14,0.77,1.45,0.9,0.87,0.6,0.05,0.04,-0.1,-0.19,-0.33,-0.03,30.49,30.79,29.37,28.58,25.78,27.21,41.6,38.38,,,,,1.03,0.82,1.35,1.23,1.75,1.03,7.45,5.55,-15.09,-26.19,-39.56,-3.46,,,,,,,9.52,6.34,-17.46,-39.67,-124.5,-33.21,2.41,1.73,-4.69,-8.66,-13.39,-1.21,,,,,,,0.53,0.61,0.56,0.42,0.11,0.08,,,,,,,13.10564454,-191.8167135,-2.251727357,,0.026632019,-185.7706616,,-228.3849559,-187.1241752,,-31.61000376,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
PL,4.74,4.36,5.4,4.62,3.96,3.64,3.76,3.98,0.5,0.43,0.29,0.32,0.37,0.37,23.04,6.33,20.42,21.21,19.42,17.66,7.94,9.44,2379.86,1816.45,2185.21,6.11,0.49,-13.98,0.7,0.68,0.92,0.87,7.41,7.66,3.8,4.67,5.34,5.82,,,,,,,11.92,9.89,6.71,7.22,8.17,7.9,2.46,1.83,1.14,1.34,1.68,1.68,0.37,0.26,0.16,0.17,0.19,0.17,4.3,4.35,4.37,4.43,4.61,4.8,74.08,60.87,54.84,53.13,51.35,45.95,-2.917652078,-5.986826663,-5.180014005,-5.10482,12.15691486,-4.692543276,,-7.879778708,-7.346310348,-14.55208751,2.229570127,-9.110702838,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
SCB,104.5,114.5,184.5,131.5,179,117.5,156,150,11.54,14.78,15.69,13.88,14.01,12.69,,,,,,,45.02,43.91,51.83,57.38,76.1,41.01,,,,,,,36.55,39.05,39.97,32.97,34.18,30.23,,,,,,,19.64,21.84,20.07,15.92,14.85,12.37,1.91,2.09,2.04,1.72,1.67,1.45,4.5,5.25,6,5.5,5.5,5.5,62.97,72.54,84.04,90.56,98.38,107.03,38.99,35.52,38.24,39.63,39.26,43.34,6.380939715,1.918063364,,-1.84852,,-3.725439035,,-8.826844325,-5.268086584,4.095039697,11.19120774,2.136006377,ธุรกิจการเงิน,3,ธนาคาร
TCAP,37,26.25,38,30.75,31.75,35.75,44.75,57.5,4.31,7.49,4.24,4.61,5.16,6.01,,,,,,,68.35,75.57,102.46,74.4,48.99,45.16,,,,,,,15.34,17.03,12.07,12.75,13.9,15.42,,,,,,,13.46,20.3,10.37,10.45,10.98,11.78,0.57,0.89,0.49,0.54,0.61,0.7,1.4,1.6,1.6,1.8,2,2.2,32.69,39.26,42.56,43.66,52.01,53.23,32.48,21.36,37.74,39.05,38.76,36.61,11.25838368,6.875815205,,-7.95439,,0.110059498,,-2.643506926,4.153726434,9.460878422,10.24022992,2.418754152,ธุรกิจการเงิน,3,ธนาคาร
THANI,1.56,1.48,3.94,4.44,3.32,3.06,5.35,10.6,0.13,0.25,0.23,0.25,0.29,0.38,,,,,,,51.49,32.92,31.51,28.86,15.15,15.35,,,,,,,30.15,31.47,25.57,26.91,29.52,34.04,,,,,,,20.62,26.31,19.83,17.73,18.41,21.17,3.02,3.24,2.55,2.61,2.8,3.09,0.01,0.01,0.02,0.14,0.17,,0.83,1.07,1.28,1.51,1.66,1.86,6.68,5.11,7.16,58.06,58.33,,29.30592141,23.04714434,,-21.4987,,2.457873121,,0.530628999,0.432011265,,17.53104498,,ธุรกิจการเงิน,3,เงินทุนและหลักทรัพย์
TISCO,39.75,38.5,51.75,36.75,43.25,41.75,65,89.5,4.82,5.55,5.31,5.31,6.25,7.61,,,,,,,,,48.7,45.95,39.9,42.38,,,,,,,27.52,26.83,26.92,25.62,29.17,31.4,,,,,,,21.54,20.64,17.45,15.79,16.88,18.5,1.45,1.32,1.27,1.42,1.82,2.12,2.27,2,2,2,3.5,3.5,23.67,28.71,32.14,35.09,39,43.22,47.15,36.04,37.66,37.66,56,45.99,11.042831,9.567547644,,,,2.667500925,,-2.992582769,7.893938869,9.023589125,12.79834933,-0.496459518,ธุรกิจการเงิน,3,ธนาคาร
