NAME,P_201101,P_201201,P_201301,P_201401,P_201501,P_201601,P_201701,P_201801,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,GPM_2012,GPM_2013,GPM_2014,GPM_2015,GPM_2016,GPM_2017,Ops_2012,Ops_2013,Ops_2014,Ops_2015,Ops_2016,Ops_2017,EBIT_2012,EBIT_2013,EBIT_2014,EBIT_2015,EBIT_2016,EBIT_2017,NPM_2012,NPM_2013,NPM_2014,NPM_2015,NPM_2016,NPM_2017,IBD_2012,IBD_2013,IBD_2014,IBD_2015,IBD_2016,IBD_2017,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,DPS_2012,DPS_2013,DPS_2014,DPS_2015,DPS_2016,DPS_2017,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,Payout_2012,Payout_2013,Payout_2014,Payout_2015,Payout_2016,Payout_2017,CAGR_P,CAGR_EPS,CAGR_GPM,CAGR_Ops,CAGR_EBIT,CAGR_NPM,CAGR_IRD,CAGR_ROE,CAGR_ROA,CAGR_DPS,CAGR_BV,CAGR_Payout,sector,sector_code,business_group
GRAMMY,15.2,17.9,17.8,17,12.8,8.75,10.1,10.5,-0.57,-2.26,-3.66,-1.4,-0.63,-0.47,29.5,34.13,29.74,33.21,37.13,35.26,,32.54,33.62,32.32,33.11,32.69,-0.3,-0.24,-0.59,1.47,-49.93,0.35,-2.82,-12.09,-27.24,-13.32,-7.13,-5.06,1.21,1.54,2.77,1.7,2.72,0.67,-10.78,-42.12,-79.24,-47.09,-33.3,-34.13,-3.22,-10.66,-17.83,-10.39,-7.01,-6.98,,,,,,,5.37,4.77,3.71,2.22,1.59,1.16,,,,,,,-10.8146197,3.285650579,3.634952307,,26.09866687,-27.26293806,-11.12102386,-203.121488,-169.8596969,,-26.40915794,,บริการ,10,สื่อและสิ่งพิมพ์
MAJOR,13,14.4,19.5,16.5,27.25,33,33,28.25,0.96,1.18,1.22,1.31,1.33,1.33,32.27,35.01,36.51,35.29,36.19,33.59,23.92,23.08,24.92,25.03,22.48,23.93,0.1,0.07,0.07,0.12,0.12,0.11,12.15,13.64,12.6,13.65,13.59,13.3,0.45,0.79,0.72,0.71,0.79,0.74,14.37,17.56,17.47,18.14,17.98,18.29,7.58,8.43,7.88,8.31,8.2,8.36,0.87,1,1.05,1.15,1.2,1.25,6.62,6.88,7.11,7.37,7.42,7.17,90.63,84.75,86.07,87.79,90.23,93.98,18.04029591,6.737267751,0.80461938,0.00836,2.334008377,1.833346742,10.21652767,4.938416499,1.985913843,7.517251065,1.610263995,0.730750684,บริการ,10,สื่อและสิ่งพิมพ์
MCOT,29,26.5,48,27.5,16.3,8.25,14.5,11.6,2.56,2.22,0.6,0.08,-1.07,-3.7,55.74,51.9,37.72,25.37,1.21,-74.73,22.44,22.37,21.47,23.42,18.62,18.63,0,0.01,0.12,1.28,-0.1,-0.03,32.14,26.94,9.64,1.62,-26.75,-95.01,0,0,0.01,0.01,0.01,0.01,22.59,19.23,5.42,0.79,-10.55,-47.96,16.06,13.62,3.45,0.47,-6.73,-29.64,2.3,2.11,0.55,0.08,,,11.61,11.5,10.68,10.7,9.56,5.87,89.84,95.05,91.67,100,,,-11.36108616,-207.6446256,-206.0399941,-3.65304,-242.8411444,-224.2089665,50.34938247,-216.2535022,-213.0310118,,-12.7697992,,บริการ,10,สื่อและสิ่งพิมพ์
NEWS,0.06,0.31,0.97,0.69,0.09,0.19,0.18,0.01,-0.02,-0.02,-0.03,-0.01,-0.01,-0.02,12.04,-5.81,-71.22,-136.02,-89.17,-42.92,46.95,46.99,81.18,88.26,78.83,79.57,0,-0.01,-0.07,-0.01,-0.04,-0.27,-70.53,-91.32,-261.84,-284.68,-539.9,-151.64,0.01,0.01,0.35,0,0.3,0.02,-44.47,-47.68,-31.69,-22.18,-100.36,-120.04,-36.06,-40.79,-23.95,-15.93,-54.22,-31.91,,,,,,,0.03,0.04,0.13,0.02,0.01,0,,,,,,,-10.30212339,-0.588276128,-228.9410095,11.12781,-348.6168582,-168.4331603,10.65846757,-193.1001014,2.204219103,,-33.54298109,,บริการ,10,-
RS,2.8,2.6,6.2,6.85,17.5,9.65,8,27.75,0.33,0.44,0.35,0.12,-0.1,0.34,37.72,39.06,31.71,27.51,25.41,38.79,32.08,26.14,20.06,19.01,21.34,22.57,0.02,0.04,0.14,0.42,-2.77,0.19,10.11,11.4,7.92,3.26,-3.27,9.51,0.34,0.19,1.1,0.86,2.18,1.29,23.14,27.55,20.79,7.09,-7.39,27.21,12.84,14.24,9.01,2.58,-2.27,7.97,0.25,0.35,0.3,0.1,,,1.5,1.67,1.71,1.7,1.09,1.2,76.78,80.2,86.58,82.78,,,25.2054772,1.123135055,0.56072657,-6.79066,54.94705839,-1.220790302,30.43697849,3.294311175,-9.086195548,,-4.278746959,,บริการ,10,สื่อและสิ่งพิมพ์
TKS,4.52,6.15,6.75,5.75,8.75,7.7,8.65,11.1,0.58,0.64,0.74,0.78,0.91,0.91,21.35,25.4,26.29,24.9,25.02,23.02,5.53,5.75,5.49,14.09,14.9,14.63,0.46,0.22,0.12,0.17,0.14,0.24,17.63,16.03,17.37,20.86,23.03,24.56,0.53,0.49,0.33,0.31,0.15,0.1,17.26,16.38,18.22,18.65,20.3,18.84,9.76,9.77,11.25,12.38,14.55,14.53,0.3,0.41,0.49,0.49,0.64,0.66,3.71,4.09,4.02,4.34,4.72,5.01,52.94,63.28,66.27,63.29,69.89,72.05,7.06023648,9.698680493,1.51856598,21.47974,-12.06374875,6.856052733,-27.71440048,1.770399419,8.280653815,16.67400083,6.204067085,6.358618271,บริการ,10,สื่อและสิ่งพิมพ์
WORK,12.1,12.5,47.5,22.7,43,42.5,44.5,85,1.11,0.71,-0.03,0.36,0.48,2.14,47.24,38.15,30.15,43.47,43.58,54.8,24.3,25.67,28.61,26.79,22.1,22.74,0,0.03,-2.07,0.39,0.29,0.06,18.66,11.85,-0.78,6.18,7.45,23.47,0.03,0.27,1.74,0.81,0.66,0.28,31.39,18.09,-1.02,6.79,6.91,24.39,24.14,12.5,-0.44,2.83,3.61,15.23,,,0.32,0.34,0.27,1.39,3.8,4.09,4.61,6.64,7.14,10.63,,,-1058.33,93.87,56.72,64.93,28.9110066,13.91816703,3.012541389,-1.31825,71.82005137,4.693067439,51.71204571,-4.926948236,-8.795910318,,22.82813573,,บริการ,10,สื่อและสิ่งพิมพ์
ADVANC,86,146.5,209,187,249,143,149.5,196.5,11.73,12.2,12.12,13.17,10.31,10.12,40.69,41.99,44.23,45.39,45.45,41.51,11.78,10.13,9.96,8.92,8.88,8.55,0.04,0.04,0.04,0.03,0.07,0.08,24.64,24.71,24.23,25.23,20.16,19.07,0.47,0.54,0.87,1.35,2.56,2.46,84.46,81.42,77.91,82.32,67.44,64.76,37.18,34.06,30.23,25.41,13.41,10.75,15.9,12.15,12,12.99,10.08,7.08,14.58,15.39,15.73,16.27,14.32,16.93,135.55,99.59,99.01,98.63,97.77,69.96,0.406242223,-2.909553109,0.396969458,-6.20835,15.64908167,-4.999083391,39.24956046,-5.172435682,-21.98242838,-14.939638,3.025477303,-12.39059585,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
AIT,44.25,48,58.75,23,37.5,26.75,24.6,32,2.01,7.74,3.19,2.58,2.08,2.09,23.03,23.91,22.61,23.67,24.49,23.96,14.07,11.06,11.5,9.71,10.82,12.12,0.04,0.05,0.02,0.02,0.01,0.01,8.87,9.52,10.06,10.33,9.85,8.06,0.3,0.06,0.08,0.06,0.05,0.03,25.82,29.39,25.96,19.25,14.94,14.98,11.43,13.65,14.97,12.05,9.35,9.04,0.56,1.65,2,2.05,2,2.05,7.92,11.65,12.94,13.87,13.98,13.92,27.64,21.36,62.7,79.46,96.15,98.09,-12.51395697,0.734574853,0.794624326,-2.93968,-29.51273345,-1.879852366,-38.24938509,-10.31268817,-4.578453526,29.77628226,11.94684643,28.82992999,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
CCET,3.44,2.58,3.22,2.8,2.78,3.28,2.8,2.96,0.27,0.03,0.24,0.34,0.26,0.21,3.25,4.32,4.14,5.13,5.73,5.54,1.51,1.32,1.94,2.3,2.61,2.85,0.69,0.39,0.22,0.1,0.39,0.19,0.86,0.09,0.7,1.03,1.09,0.9,1.14,1.32,1.15,1.19,0.79,1.01,8.03,0.74,6.58,8.95,6.5,5.27,2.11,0.19,1.58,2.24,1.92,1.67,0.15,0.11,0.12,0.13,0.1,0.1,3.45,3.53,3.7,3.95,3.94,4.09,55.19,400,50.19,38.24,38.46,47.62,1.650066028,-4.667878942,11.29677996,13.54646,-22.81547885,1.00845335,-2.266513748,-8.097511797,-4.565493658,-7.441046011,3.45579006,-2.908953496,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
DELTA,34.5,22.5,31.25,53.5,69,77.5,84.25,74.25,3.49,4.34,4.76,5.38,4.42,3.95,26.47,26.3,26.75,27.29,26.48,25.47,13.81,15.06,17.17,15.45,16.78,16.21,0.02,0.01,0.01,0.01,0.01,0,10.66,13.14,13.49,14.3,11.77,10.01,0.03,0.03,0.01,0.01,0.01,0.01,20.53,22.65,22.64,23.26,17.67,15.33,13.81,15.49,15.83,16.37,12.25,10.66,2.4,2.7,3,3.1,3,2.2,18.04,20.31,21.78,24.5,25.57,26.02,68.77,62.21,63.03,57.62,67.87,55.7,30.21993622,2.507191237,-0.772184197,3.256611,-32.85061001,-1.255427048,-24.83813257,-5.677869313,-5.033802445,-1.725173034,7.600990725,-4.128846201,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
DTAC,42.5,67.5,87.5,93,95.5,28.25,40.75,50.5,4.77,4.46,4.53,2.49,0.88,0.89,30.38,31.73,32.16,29.27,26.23,23.95,15.74,17.19,18.5,16.34,14.78,13.16,0.07,0.13,0.09,0.15,0.36,0.39,12.61,11.17,11.86,6.72,2.53,2.7,0.87,0.96,1.03,1.76,1.81,1.68,32.38,31.3,32.86,19.71,7.67,7.5,11.02,10.26,10.15,5.42,1.84,1.84,5.06,3.72,6.91,2.93,0.42,0.24,14.71,13.81,13.76,11.5,11.46,12.35,106.08,83.41,152.54,117.67,47.73,26.97,-9.600762344,-28.5216818,-4.647113984,-3.51713,42.40381613,-26.51462073,14.10383241,-25.35739184,-30.08534312,-45.64842358,-3.442162321,-23.96075091,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
FORTH,4.2,3.5,3.72,5.15,5.9,7.45,7.05,7.15,0.12,0.27,0.35,0.48,0.38,0.28,13.42,23.21,28.1,10.34,27.87,23.71,9.94,5.25,4.39,4.6,7.27,10.26,0.66,0.23,0.21,0.11,0.1,0.12,2.04,5.78,7.9,11.77,6.95,3.91,1.5,1.34,1.37,1.1,1.24,1.79,8.11,16.76,20.45,25.06,18.87,14.1,2.37,5.59,6.17,7.48,5.7,3.62,0.12,0.27,0.3,0.32,,0.25,1.59,1.62,1.82,2,2.04,1.97,100,100,85.71,66.67,,89.29,15.03346841,18.46644525,12.04987421,0.635729,-28.40131333,13.91615325,3.605803183,11.69201778,8.810991197,15.81151756,4.38997978,-2.2410799,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
HANA,26,19.4,22.8,25.25,37.75,34.5,39.5,46.75,2,2.86,4.23,2.57,2.62,3.59,9.76,11.23,13.51,14.77,14.01,14.92,5.52,5.95,5.6,4.05,5.77,5.88,0.01,0.01,0,,,,9.34,13.02,16.04,10.07,10.26,13.4,0,0,,,,,10.92,14.6,19.48,10.94,10.69,14.21,8.99,12.09,16.14,9.15,8.98,11.99,1.5,1.5,2,2,2,2,18.55,20.62,22.82,24.13,24.8,25.71,75,52.45,47.28,77.82,76.34,55.71,15.28135518,12.41205587,8.842785488,1.271595,,7.476535873,,5.406528934,5.939291496,5.922384105,6.743387385,-5.773110116,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
INTUCH,29.5,42.75,69.5,64,78,49.5,50.75,57.75,4.3,4.54,4.6,5.01,5.11,3.33,42.43,41.97,49.48,48.88,44.95,35.94,55.6,23.18,18.54,23.5,22.18,22.09,1.04,0.26,0.22,0.1,0.06,-0.12,161.35,151.03,121.06,126.94,140.8,110.86,0.32,0.35,0.43,0.46,0.37,0.25,63.09,62.85,60.88,64.1,62.3,38.07,26.63,29.49,27.74,28.35,29.17,20.22,3.78,4.25,3.95,4.17,4.14,2.86,7.03,7.43,7.7,7.95,8.47,9.02,87.91,93.61,85.89,83.17,81.02,85.89,3.490380928,-4.984347399,-3.261926623,-16.8573,-165.2065707,-7.230891464,-4.407025175,-9.610543486,-5.359942244,-5.42532737,5.104620621,-0.464112974,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
JAS,2,2.08,5.5,6.2,7.35,3.06,7.85,7.3,0.28,0.42,0.46,2.23,0.46,0.42,54.81,59.77,61.58,39.88,37.83,36.72,16.77,14.66,18.72,23.79,26.36,22.88,0.1,0.08,0.07,0.01,0.12,0.25,19.56,26.99,26.66,112.36,19.22,15.45,0.61,0.45,0.43,0.16,0.94,2.04,25.13,29.4,28.1,113.16,22.99,22.61,10.32,14.47,14.63,42.59,6.11,5.49,0.09,0.25,1.65,0.4,0.55,0.6,1.25,1.6,1.69,2.23,1.53,2.04,32.14,59.52,358.7,17.94,119.57,142.86,30.42512582,8.44717712,-7.698571956,6.410526,18.78023211,-4.609020783,27.46664412,-2.085804564,-11.84806543,46.14425516,10.31135666,34.7607739,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
JMART,3.12,6,14,19.1,10.2,7.25,14.3,18.1,0.52,0.54,0.47,0.44,0.51,0.67,13.33,13.78,15.15,15.29,18.5,20.15,,,11.9,11.08,10.86,9.99,0.1,0.1,0.14,0.23,0.22,0.27,4.29,4.14,3.67,3.39,4.09,3.88,0.82,1.17,1.76,1.79,1.91,3.09,30.37,24.01,17.91,13.71,15.29,15.89,13.1,9.85,6.08,4.16,3.92,3.33,0.31,0.26,0.34,0.34,0.03,0.2,2.12,2.36,2.55,3.81,4,4.4,60.22,47.92,71.64,75.8,6.79,29.63,18.96986189,5.122940668,8.606007356,,22.39229838,-1.99232828,30.39447101,-12.14775331,-23.96484698,-8.781437071,15.70292311,-13.22677776,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
JTS,2.34,1.33,2.2,1.35,1.58,1.23,2.1,1.7,-0.25,0.02,-0.19,-0.06,-0.08,0.02,21.69,44.9,50.16,54.11,62.22,51.74,11.99,10.81,3.65,5.2,12.05,11.69,-0.82,1.83,-0.18,-0.32,-0.18,,-15.13,3.86,-122.24,-61.73,-45.87,16.11,0.18,0.15,0.03,0.13,,,-13.06,0.96,-11.35,-3.99,-5.69,1.32,-5.1,0.51,-7.16,-2.57,-3.93,0.99,,,,,0.1,,1.78,1.77,1.58,1.52,1.34,1.36,,,,,-125,,9.565425775,15.77443414,18.98482035,-0.5055,,25.10996714,,16.00429226,17.01731148,,-5.317290298,,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
KCE,7.65,4.78,10.6,23,33.5,66.25,124,83.75,0.7,1.27,1.95,1.97,2.62,2.17,19.23,26.37,31.61,31.44,34.88,30.03,13.31,14.13,14.16,13.1,16,16.6,0.93,0.15,0.06,0.06,0.05,0.04,9.93,12.63,18.7,17.99,22.02,17.92,1.81,1.19,0.93,0.78,0.45,0.31,23.02,32.78,40.37,31.04,33.65,23.98,6.58,10.89,15.96,14.01,17.79,14.47,0.28,0.13,0.55,0.25,0.5,0.55,3.35,4.26,5.62,7.02,8.52,9.57,39.29,9.88,28.28,12.72,19.12,25.35,91.77798787,25.39272451,9.323066605,4.516776,-46.04221752,12.53779198,-29.54360648,0.826323456,17.06298543,14.8698355,23.39587586,-8.39194543,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
MFEC,4.38,4.58,6,5.95,8.05,4.88,5.35,4.86,0.41,0.53,0.61,0.45,0.5,0.35,21.8,19.45,18.73,23.82,21.53,21.15,14.82,17.02,14.19,17.8,13.75,16.25,0.13,0.06,0.03,0.04,0.05,0.05,4.97,4.91,5.27,5.9,6.89,5.2,0.26,0.05,0.13,0.02,0,,10.62,13.04,14.43,10.3,11.45,7.79,4.78,6.77,8.06,5.88,6.86,4.6,0.33,0.45,0.5,0.33,0.35,0.35,3.94,4.15,4.35,4.29,4.48,4.47,80.49,84.91,81.97,73.33,70,100,3.15675232,-3.114934429,-0.607774198,1.859381,-16.85975608,0.909837183,,-6.01068299,-0.762562078,1.183761652,2.567488913,4.43690269,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
PT,1.35,3.16,6.4,6.7,13.2,8.7,11.6,6.75,0.27,0.41,0.53,0.43,0.58,0.68,25.33,25.51,26,31.69,27.96,25.2,24.67,23.85,27.07,26.33,23.33,20.79,0.32,0.17,0.14,0.12,0.04,0.05,3.43,4.43,5.83,5.4,6.24,6.26,1.23,0.77,0.4,0.36,0.26,0.18,26.22,32.15,33.87,23.05,26.95,28.21,5.5,7.78,9.86,7.43,9.74,10.16,0.08,0.2,0.2,0.2,0.5,0.1,1.13,1.39,1.74,1.95,2.34,2.48,28.3,49.38,37.74,47.06,86.21,14.71,29.7042424,20.74039929,-0.096688411,-3.36442,-30.05034297,12.76584429,-31.76386152,1.468035151,13.03588953,5.922384105,16.98002388,-12.27262397,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
SAMART,8.75,7.25,12.6,14,38,14.9,12.7,11.8,1.1,1.48,1.48,0.8,0.07,-0.94,22.06,24.15,21.89,21.95,19.27,16.74,12.32,14.33,12.3,14.22,10.79,11.45,0.27,0.18,0.18,0.34,1.11,-0.35,6.48,6.61,6.22,4.4,0.52,-7.28,1.49,1.52,2.28,2.15,2.29,2.59,21.45,24.64,23.91,13.61,1.21,-18.31,5.47,6.5,5.91,3.02,0.27,-4,0.6,0.8,0.85,0.5,0.19,0.19,5.46,6.51,5.82,5.97,5.74,4.55,54.55,54.05,57.43,62.5,271.43,-20.21,11.86472076,-196.9051892,-5.373726851,-1.45401,-205.2033726,-202.3690393,11.75778583,-196.8813388,-193.9085762,-20.54513939,-3.570576691,-181.9923693,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
SAMTEL,12.4,11.3,19.3,12.1,23.6,14.2,10,12.7,1.36,1.4,1.14,0.65,0.3,0.36,19.82,19.37,20.18,20.54,16.71,13.7,17.67,15.33,6.15,7.07,4.63,6.38,0.29,0.28,0.23,0.25,0.45,0.43,11,9.26,10.68,7.04,3.22,3.17,2.33,1.59,1.09,1.51,1.33,1.02,33.34,29.01,21.2,11.6,5.29,6.26,7.8,6.89,6.58,4.24,1.83,2.28,0.7,0.75,0.65,0.4,0.2,0.33,4.48,5.14,5.63,5.6,5.65,5.75,51.47,53.57,57.02,61.54,66.67,91.67,-2.414720286,-23.34284123,-7.127660921,-18.4326,8.290869231,-22.01356692,-15.13586263,-28.43893064,-21.76689785,-13.96341181,5.127874697,12.23555578,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
SMT,18.5,8.8,11.1,7.25,6.65,9.2,7.3,2.42,0.88,0.17,-0.13,-0.07,0.02,-0.65,-10.17,-1.16,-0.67,1.93,8.29,3.9,,,1.24,1.33,2.62,5.49,-0.04,-0.11,-0.09,-0.34,0.76,-0.04,20.74,1.88,-1.23,-0.73,0.37,-29.45,0.61,0.51,0.37,0.66,0.68,0.7,52.79,7.88,-6.01,-3.13,0.74,-36.53,24.58,3.89,-3.16,-1.59,0.37,-17.13,,,,,,,2.11,2.27,2.14,2.09,2.11,1.46,,,,,,,-3.66856327,-194.1541991,18.97165697,,-3.125918767,-207.2667159,2.88821024,-192.9009967,-193.030345,,-7.101127148,,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
SVI,3.42,3.24,4.1,4,4,4.82,5.35,4.2,0.57,0.72,-0.13,0.9,0.71,0.22,9.48,9.67,12.41,11.4,8.78,8.04,5.31,4.14,4.4,3.53,3.6,4.04,0.09,0.04,0.02,0,0.01,0.02,16.23,20.27,-3.67,24.99,14.64,3.95,0.26,0,0.01,0,0.11,0.12,66.23,47.59,-7.66,43.5,25.08,6.85,28.12,28.28,-4.69,28.61,17.34,4.46,,0.07,0.08,0.08,0.08,0.08,1.14,1.9,1.61,2.51,3.13,3.2,,9.72,-61.54,8.89,11.27,36.36,10.55076555,-17.29954661,-3.243631607,-5.32019,-23.15178492,-24.60238638,-14.04327409,-36.47593044,-30.81422696,,22.82374592,,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
SVOA,1.32,1.19,1.15,1.09,1.7,1.44,1.39,1.95,0.08,0.06,0.07,0.13,0.08,0.2,8.98,12.52,11.31,11.68,11,9.78,12.92,12.74,11.85,10.77,10.37,9.5,1.95,1.13,-0.5,-0.07,0.52,0.31,0.83,0.88,1.01,1.88,1.11,2.18,1.5,1.02,0.38,0.43,0.69,0.92,5.69,4.17,4.09,7.74,4.33,10.61,1.39,1.13,1.44,3.04,1.52,3.29,0.02,0.01,0.01,0.06,0.01,0.05,1.99,2.12,2.19,2.36,2.39,2.65,23.75,18.75,19.7,42.75,18.18,23.12,3.155780118,19.99209001,1.728372441,-5.96442,-30.82571842,21.13208356,-9.227590234,13.2689921,18.7417766,19.34407044,5.886380567,-0.540051903,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
SYMC,9.05,10,22.9,13,13.8,8.95,8.25,9.15,0.72,0.75,0.56,0.35,0.31,-0.27,59.91,53.25,45.08,41.42,38.91,36.54,,,,16.87,22.55,23.37,0,0.03,0.18,0.22,0.41,-3.17,29.43,24.15,14.32,8.72,7.19,-6.27,0,0.32,1.04,1.46,1.61,1,20.63,19.94,14.18,8.8,7.37,-4.86,16.43,13.01,6.79,3.38,2.59,-1.98,0.53,0.53,0.39,0.11,,,3.63,3.87,3.93,3.94,4.26,5.19,73.42,70.74,70.49,31.38,,,-3.774364115,-182.1420076,-9.412327836,,-588.6256081,-173.4109725,266.6468381,-174.8763625,-165.4735699,,7.409461669,,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
SYNEX,3.92,5.25,5.7,3.02,2.82,4.34,7.2,15.3,0.45,0.29,0.24,0.46,0.53,0.81,5.09,5.08,4.15,4.98,4.67,4.43,,4.89,3.68,3.35,2.88,3.11,0.11,0.1,0.13,0.09,0.06,0.08,1.81,1.18,0.95,1.67,1.71,1.92,0.67,0.34,0.84,0.6,1.02,1.39,20.44,10.98,8.7,16.15,16.95,23.73,7.98,4.63,3.53,6.44,6.23,7.52,0.2,0.15,0.13,0.3,0.36,0.53,2.6,2.67,2.76,3.01,3.22,3.6,44.89,51.72,54.17,65.22,67.92,65.43,6.520853753,12.70092021,-2.744170266,,-5.110866908,1.280683254,15.60586361,3.035010719,-1.168929151,21.52039563,6.722820417,7.825557597,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
TEAM,2.8,1.52,1.74,1.15,3.34,1.2,1.49,1.46,0.04,0.01,0.09,-0.17,-0.01,0.01,9.2,8.23,10.38,7.99,2.86,8.11,6.85,10.28,11.07,7.65,7.85,9.17,1.85,0,0.01,-0.02,-0.2,0.24,1.54,0.33,3.45,-8.54,-0.78,0.29,0,,0.07,0.08,0.06,0.06,3.38,0.6,7.31,-14.09,-1.24,0.51,2.28,0.4,4.84,-9.79,-0.88,0.35,0.05,,0.05,,,,1.28,1.24,1.33,1.11,1.1,1.1,113.64,,53.19,,,,-0.397890607,-32.86643429,-2.488275275,6.007295,-33.28894102,-28.47757574,91.03005875,-31.58661877,-31.19671118,,-2.92920286,,เทคโนโลยี,12,ชิ้นส่วนอิเล็กทรอนิกส์
THCOM,6.2,10.4,25.25,38,35.75,27.25,19.5,13.2,0.16,1.03,1.46,1.94,1.47,-2.25,48.56,59.46,49.08,49.51,47.79,35.53,21.8,21.7,16.37,21.8,21.07,19.92,0.31,0.15,0.15,0.09,0.24,-0.08,2.39,11.82,13.46,17.04,18.65,-36.79,0.5,0.54,0.63,0.66,0.55,0.5,1.23,7.58,9.87,12.28,8.91,-14.77,0.66,4.24,5.4,6.48,4.85,-8.37,0.4,0.45,0.65,0.65,0.7,1.36,12.96,14.18,15.41,16.14,16.89,13.52,250,43.69,44.52,33.51,47.6,-60.57,13.39665776,-269.6034753,-6.054702546,-1.78754,-175.9289159,-272.7226428,-0.072399882,-264.4661636,-266.3896912,27.73084446,0.85504573,-175.3114547,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
TWZ,0.49,0.28,0.41,0.3,0.5,0.23,0.29,0.18,0,0.03,0.03,0,0.02,0,9.28,9.28,9.28,9.28,9.28,9.28,5.82,6.1,,4.79,4.4,4.43,0.39,0.39,0.39,0.39,0.39,0.39,0.15,1.99,2.83,0.66,2.37,-0.09,2.15,2.58,0.45,0.72,0.94,0.97,13.86,13.86,13.86,13.86,13.86,13.86,4.39,4.39,4.39,4.39,4.39,4.39,0.02,0.02,0.02,0.02,0.02,0.02,0.31,0.31,0.31,0.31,0.31,0.31,1000,60.61,66.67,500,125,-4000,0.704294969,-175.7858283,0,-5.31174,0,-190.9541833,-14.66338032,0,0,0,0,-231.9507911,เทคโนโลยี,12,เทคโนโลยีสารสนเทศและการสื่อสาร
AGE,15.4,5.55,3.32,2,2.54,1.22,1.57,1.88,0,0.06,-0.02,0.06,0.08,0.07,7.05,9.43,4.8,11.47,12.67,10.27,,,8.86,7.94,5.64,6.94,11.59,0.46,-0.91,0.45,0.23,0.25,-0.06,1.89,-0.54,2.61,3.31,2.03,1.65,1.72,1.35,0.93,1.44,1.53,-0.24,8.02,-2.9,8.55,11.1,8.5,-0.09,2.71,-1.02,3.68,4.52,2.91,,0,0,,0.06,,0.67,0.72,0.69,0.74,0.78,0.78,,3.96,-7.46,,75,,-22.31783267,112.7269724,7.797486384,,-53.70163737,102.5506172,-1.488272565,105.7291867,104.7248057,,3.171122266,,MAI Industry,13,ธุรกิจขนาดกลาง
ARIP,1.72,1.04,1.3,0.97,1.14,0.81,0.75,0.68,0.07,0.07,-0.03,-0.02,0,0.01,36.9,19.93,15.06,13.01,26.68,24.94,,,,21.05,25.62,24.99,0.01,0.01,-0.01,-0.01,0.02,0.04,12.73,6.26,-5,-3.22,1.05,1.34,,,,,,0.01,10,10,-6.29,-4.9,0.93,1.07,8.76,8.76,-4.98,-4.07,0.79,0.93,0.04,0.06,0.03,,,,0.46,0.5,0.44,0.42,0.43,0.44,57.14,84.51,-83.33,,,,-6.328907647,-41.01054376,-7.538284425,,41.53435149,-36.28599542,,-36.09042808,-36.10483998,,-0.941165571,,MAI Industry,13,ธุรกิจขนาดกลาง
