Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S200CS,Commercial services (Services excl. government services),A,Annual,A,Annual,USM,Million US dollar,2012,,,,49306.258
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S200OS,Other commercial services (Commercial services - Travel & Transport),A,Annual,A,Annual,USM,Million US dollar,2012,,,,9555.248
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S200OS,Other commercial services (Commercial services - Travel & Transport),A,Annual,A,Annual,USM,Million US dollar,2013,,,,10348.687
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S205,Transportation,A,Annual,A,Annual,USM,Million US dollar,2012,,,,5924.41
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S205,Transportation,A,Annual,A,Annual,USM,Million US dollar,2013,,,,6153.26
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S236,Travel,A,Annual,A,Annual,USM,Million US dollar,2012,,,,33826.6
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S236,Travel,A,Annual,A,Annual,USM,Million US dollar,2013,,,,42081.9
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S245,Communications services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,453.717
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S245,Communications services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,499.828
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S247,Telecommunication services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,453.717
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S247,Telecommunication services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,499.828
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S249,Construction,A,Annual,A,Annual,USM,Million US dollar,2012,,,,440.066
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S249,Construction,A,Annual,A,Annual,USM,Million US dollar,2013,,,,816.097
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S253,Insurance services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,230.574
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S253,Insurance services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,382.852
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S260,Financial services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,445.166
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S260,Financial services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,371.962
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S262,Computer and information services,A,Annual,A,Annual,USM,Million US dollar,2013,E,Estimate,,37.405
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S262,Computer and information services,A,Annual,A,Annual,USM,Million US dollar,2012,E,Estimate,,20.395
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S263,Computer services,A,Annual,A,Annual,USM,Million US dollar,2013,E,Estimate,,37.405
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S263,Computer services,A,Annual,A,Annual,USM,Million US dollar,2012,E,Estimate,,20.395
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S266,Royalties and license fees,A,Annual,A,Annual,USM,Million US dollar,2012,,,,240.826
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S266,Royalties and license fees,A,Annual,A,Annual,USM,Million US dollar,2013,,,,222.092
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S268,Other business services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,8020.62
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S268,Other business services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,7562.94
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S287,"Personal, cultural and recreational services",A,Annual,A,Annual,USM,Million US dollar,2012,,,,82.5069
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S287,"Personal, cultural and recreational services",A,Annual,A,Annual,USM,Million US dollar,2013,,,,76.9018
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S291,Memo item: Government services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2012,,,,336.742
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S291,Memo item: Government services n.i.e.,A,Annual,A,Annual,USM,Million US dollar,2013,,,,391.053
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S981,Memo item: Other services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,9891.99
Trade in commercial services,ITS_CS_AX5,Commercial services exports by sector – annual  (1980-2013),764,Thailand,0,World,BOP5,Services - Extended Balance of Payments Classification (EBOPS 2002),S981,Memo item: Other services,A,Annual,A,Annual,USM,Million US dollar,2013,,,,10739.74
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,24065.65194
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,1918.060013
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,18753.68132
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,98.498537
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,23967.1534
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,3295.412069
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2019,E,Estimate,,3393.910606
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,18205.14916
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,24191.41631
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,19355.15507
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,14380.14889
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,16745.82007
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,12721.29359
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,15743.02725
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,16355.94574
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,15513.36778
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,19768.77211
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,13316.27833
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,10677.59816
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,14232.92396
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11393.90523
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,19540.26987
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,17250.41201
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,13079.35339
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,19428.17463
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,14922.21247
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11956.09899
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,14407.68838
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,20386.47539
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,16823.95863
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,20633.56888
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,15309.40515
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,14367.29051
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,15857.83859
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,16682.27801
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,1490.93
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1580.53
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1476.46
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1509.87
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1592.51
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,1707.24
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,2122.22
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1388.27
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1366.32
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1256.66
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1345.23
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,1334.09
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,1819.91
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,1568.85
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1409.83
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1452.36
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1484.67
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1635.63
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,1805.63
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,1455.81
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,1887.98
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1562.64
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1527.62
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1537.77
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1407.88
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,1850.37
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,1443.24
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,1792.19
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,12464.57007
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,14445.49507
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,13456.80916
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11542.52725
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,10175.94889
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,9051.913587
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,18719.82631
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,6984.598158
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,7405.755232
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,9342.338328
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10788.02778
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10186.73396
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11971.21574
