Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,2780.23
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,2705.56
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,3067.48
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,2750.45
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,2591.63
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,3229.9
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,2911.11
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,3446.66
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,3339.47
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,2975.07
Trade in commercial services,ITS_CS_QX,Commercial services exports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SPX1,Memo item: Other services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,2706.88
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11080.2771
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10470.73299
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11214.01197
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10658.03595
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11446.18447
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11972.18773
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,13035.5172
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14092.98723
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10888.55406
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11373.21644
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,12147.16947
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11530.24275
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,11144.03912
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11376.07601
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11163.29314
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10891.46208
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,13369.68729
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11382.7776
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10243.59121
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,10823.99004
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11403.92651
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14796.14645
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,11260.67318
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11879.52273
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11870.96095
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10472.64394
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11274.40557
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,13051.5876
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,5581.61
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,5456.02
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,4456.66
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,3541.47
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,4639.58
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,4002.3
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,4005.59
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,5534.35
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,5510.41
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,3972.73
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,4760.07
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,3758.66
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,4642.01
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,4098.98
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,5138.91
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,5326.94
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,4195.58
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,3713.7
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,4890.64
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,4913.57
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,3831.63
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,5442.4
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,5116.7
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,4773.64
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,3855.59
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,4529.25
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,4976.48
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SC,Transport,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,4049.24
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1601.121965
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1639.197727
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,3083.417204
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,2422.387104
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,2073.732985
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1899.155952
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1489.404469
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1578.082751
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,2026.909116
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,2455.074056
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,3226.357234
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,2694.346439
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1545.33947
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1805.696011
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1595.556512
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,2473.663136
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,2694.957293
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,2128.222077
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1801.181213
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1540.510038
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1719.917595
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,1639.550953
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,1943.89557
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,1990.963935
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,2415.163184
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,3347.666451
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,2913.567595
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SD,Travel,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,1701.262728
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,64.69
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,70.35
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,78.38
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,85.92
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,105.01
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,123.21
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,72.56
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,37.25
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,56.07
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,36.12
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,43.18
